"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.423783456E0,-8.614161611E-2,-3.110669367E-2,9.868000984E0,9.868425985E0
6.426169654E0,-9.332008660E-2,-5.024927482E-2,9.879964828E0,9.880533318E0
6.428555852E0,-9.332008660E-2,-3.589234129E-2,9.877572060E0,9.878078087E0
6.430942049E0,-9.332008660E-2,-2.392822690E-2,9.872786522E0,9.873256550E0
6.433328247E0,-1.028913707E-1,-1.674975827E-2,9.860821724E0,9.861372737E0
6.435714393E0,-8.614161611E-2,-2.632104978E-2,9.875179291E0,9.875590068E0
6.438100591E0,-8.853443712E-2,-4.307080805E-2,9.889535904E0,9.890025978E0
6.440486789E0,-8.614161611E-2,-4.067798331E-2,9.879964828E0,9.880424084E0
6.442872987E0,-9.810572863E-2,-1.914258115E-2,9.884750366E0,9.885255736E0
6.445259185E0,-9.571290761E-2,-3.828516230E-2,9.891928673E0,9.892465799E0
6.447645331E0,-1.004985496E-1,-6.939185411E-2,9.896714211E0,9.897467724E0
6.450031529E0,-9.810572863E-2,-7.178468257E-2,9.882357597E0,9.883105254E0
6.452417727E0,-8.374879509E-2,-4.785645381E-2,9.879964828E0,9.880435674E0
6.454803924E0,-1.028913707E-1,-3.828516230E-2,9.882357597E0,9.882967372E0
6.457190122E0,-9.810572863E-2,-3.589234129E-2,9.875179291E0,9.875731822E0
6.459576268E0,-1.148554832E-1,-2.871387079E-2,9.877572060E0,9.878281534E0
6.461962466E0,-1.076770201E-1,-2.153540403E-2,9.865608215E0,9.866219315E0
6.464348664E0,-9.810572863E-2,-1.196411345E-2,9.877572060E0,9.878066494E0
6.466734862E0,-1.004985496E-1,-3.349951655E-2,9.877572060E0,9.878140107E0
6.469121008E0,-9.092725813E-2,-2.871387079E-2,9.879964828E0,9.880424954E0
6.471507206E0,-9.332008660E-2,-4.307080805E-2,9.865608215E0,9.866143583E0
6.473893404E0,-1.124626622E-1,-4.067798331E-2,9.858428955E0,9.859154325E0
6.476279602E0,-9.332008660E-2,-4.546362907E-2,9.875179291E0,9.875724865E0
6.478665799E0,-1.004985496E-1,-4.785645381E-2,9.887143135E0,9.887769697E0
6.481051945E0,-8.614161611E-2,-5.503492057E-2,9.872786522E0,9.873315701E0
6.483438143E0,-9.332008660E-2,-4.546362907E-2,9.872786522E0,9.873332228E0
6.485824341E0,-9.810572863E-2,-5.982056633E-2,9.870393753E0,9.871062561E0
6.488210539E0,-1.052841991E-1,-4.307080805E-2,9.870393753E0,9.871049220E0
6.490596685E0,-9.332008660E-2,-3.349951655E-2,9.882357597E0,9.882854979E0
6.492982883E0,-8.135596663E-2,-2.392822690E-2,9.872786522E0,9.873150716E0
6.495369081E0,-1.004985496E-1,-3.589234129E-2,9.860821724E0,9.861399155E0
6.497755279E0,-9.092725813E-2,-3.828516230E-2,9.879964828E0,9.880457405E0
6.500141477E0,-1.076770201E-1,-3.589234129E-2,9.887143135E0,9.887794596E0
6.502527622E0,-1.004985496E-1,-4.546362907E-2,9.879964828E0,9.880580545E0
6.504913820E0,-9.092725813E-2,-2.632104978E-2,9.872786522E0,9.873240313E0
6.507300018E0,-8.853443712E-2,-4.546362907E-2,9.877572060E0,9.878073450E0
6.509686216E0,-8.853443712E-2,-2.153540403E-2,9.884750366E0,9.885170303E0
6.512072362E0,-8.853443712E-2,-3.110669367E-2,9.877572060E0,9.878017806E0
6.514458560E0,-8.135596663E-2,-2.871387079E-2,9.889535904E0,9.889912218E0
6.516844758E0,-7.896314561E-2,-2.871387079E-2,9.858428955E0,9.858787001E0
6.519230956E0,-7.178468257E-2,-3.110669367E-2,9.865608215E0,9.865918413E0
6.521617154E0,-8.614161611E-2,-3.349951655E-2,9.875179291E0,9.875611810E0
6.524003299E0,-8.614161611E-2,-3.110669367E-2,9.879964828E0,9.880389315E0
6.526389497E0,-7.657032460E-2,-5.503492057E-2,9.879964828E0,9.880414813E0
6.528775695E0,-1.004985496E-1,-4.307080805E-2,9.877572060E0,9.878177203E0
6.531161893E0,-9.571290761E-2,-2.871387079E-2,9.877572060E0,9.878077507E0
6.533548039E0,-1.004985496E-1,-3.828516230E-2,9.868000984E0,9.868586988E0
6.535934237E0,-9.092725813E-2,-3.110669367E-2,9.875179291E0,9.875646886E0
6.538320435E0,-8.374879509E-2,-2.153540403E-2,9.858428955E0,9.858808199E0
6.540706633E0,-9.332008660E-2,-2.632104978E-2,9.872786522E0,9.873262639E0
6.543092779E0,-6.699903309E-2,-2.871387079E-2,9.858428955E0,9.858698434E0
6.545478977E0,-7.896314561E-2,-4.546362907E-2,9.865608215E0,9.866028967E0
6.547865174E0,-7.417750359E-2,-4.546362907E-2,9.868000984E0,9.868384501E0
6.550251372E0,-9.332008660E-2,-3.110669367E-2,9.877572060E0,9.878061857E0
6.552637518E0,-1.052841991E-1,-4.067798331E-2,9.868000984E0,9.868646457E0
6.555023716E0,-9.810572863E-2,-5.742774159E-2,9.868000984E0,9.868655739E0
6.557409914E0,-9.571290761E-2,-5.264209956E-2,9.875179291E0,9.875783421E0
6.559796112E0,-9.332008660E-2,-5.024927482E-2,9.894321442E0,9.894889106E0
6.562182310E0,-9.810572863E-2,-4.067798331E-2,9.896714211E0,9.897284052E0
6.564568456E0,-9.810572863E-2,-3.589234129E-2,9.884750366E0,9.885302362E0
6.566954654E0,-8.853443712E-2,-2.871387079E-2,9.884750366E0,9.885188548E0
6.569340852E0,-6.939185411E-2,-2.871387079E-2,9.884750366E0,9.885035636E0
6.571727049E0,-7.417750359E-2,-4.307080805E-2,9.875179291E0,9.875551803E0
6.574113195E0,-1.052841991E-1,-3.349951655E-2,9.875179291E0,9.875797335E0
6.576499393E0,-1.028913707E-1,-3.110669367E-2,9.882357597E0,9.882942170E0
6.578885591E0,-1.076770201E-1,-3.110669367E-2,9.884750366E0,9.885385767E0
6.581271789E0,-9.571290761E-2,-3.828516230E-2,9.891928673E0,9.892465799E0
6.583657935E0,-1.076770201E-1,-3.589234129E-2,9.870393753E0,9.871046319E0
6.586044133E0,-1.004985496E-1,-5.024927482E-2,9.872786522E0,9.873425882E0
6.588430331E0,-8.853443712E-2,-2.632104978E-2,9.875179291E0,9.875611230E0
6.590816529E0,-9.092725813E-2,-3.349951655E-2,9.887143135E0,9.887617982E0
6.593202674E0,-8.853443712E-2,-2.871387079E-2,9.872786522E0,9.873225235E0
6.595588872E0,-8.614161611E-2,-3.110669367E-2,9.860821724E0,9.861247035E0
6.597975070E0,-8.614161611E-2,-3.828516230E-2,9.860821724E0,9.861272291E0
6.600361268E0,-9.571290761E-2,-3.828516230E-2,9.879964828E0,9.880502605E0
6.602747414E0,-9.810572863E-2,-3.828516230E-2,9.887143135E0,9.887703973E0
6.605133612E0,-8.374879509E-2,-2.392822690E-2,9.884750366E0,9.885134102E0
6.607519810E0,-9.571290761E-2,-2.871387079E-2,9.884750366E0,9.885255447E0
6.609906008E0,-8.853443712E-2,-2.871387079E-2,9.865608215E0,9.866047248E0
6.612292154E0,-9.571290761E-2,-4.546362907E-2,9.872786522E0,9.873355134E0
6.614678352E0,-9.092725813E-2,-4.067798331E-2,9.877572060E0,9.878074319E0
6.617064549E0,-8.853443712E-2,-5.024927482E-2,9.870393753E0,9.870918710E0
6.619450747E0,-9.092725813E-2,-4.546362907E-2,9.879964828E0,9.880487828E0
6.621836893E0,-9.092725813E-2,-2.871387079E-2,9.882357597E0,9.882817611E0
6.624223091E0,-9.332008660E-2,-3.349951655E-2,9.891928673E0,9.892425573E0
6.626609289E0,-9.332008660E-2,-2.871387079E-2,9.879964828E0,9.880447264E0
6.628995487E0,-1.004985496E-1,-2.392822690E-2,9.875179291E0,9.875719647E0
6.631381633E0,-1.004985496E-1,-1.674975827E-2,9.870393753E0,9.870919580E0
6.633767831E0,-8.135596663E-2,-2.632104978E-2,9.872786522E0,9.873156805E0
6.636154029E0,-8.853443712E-2,-4.546362907E-2,9.891928673E0,9.892429335E0
6.638540227E0,-9.810572863E-2,-3.349951655E-2,9.872786522E0,9.873330778E0
6.640926372E0,-1.004985496E-1,-3.828516230E-2,9.856036186E0,9.856622901E0
6.643312570E0,-9.332008660E-2,-4.307080805E-2,9.868000984E0,9.868536222E0
6.645698768E0,-9.810572863E-2,-5.024927482E-2,9.872786522E0,9.873401817E0
6.648084966E0,-7.417750359E-2,-5.503492057E-2,9.889535904E0,9.889967216E0
6.650471112E0,-9.092725813E-2,-3.110669367E-2,9.882357597E0,9.882824853E0
6.652857310E0,-9.571290761E-2,-3.589234129E-2,9.875179291E0,9.875708341E0
6.655243508E0,-9.332008660E-2,-4.067798331E-2,9.872786522E0,9.873311352E0
6.657629706E0,-9.332008660E-2,-4.785645381E-2,9.870393753E0,9.870950902E0
6.660015852E0,-8.135596663E-2,-4.307080805E-2,9.870393753E0,9.870823002E0
6.662402049E0,-9.571290761E-2,-6.221338734E-2,9.872786522E0,9.873446469E0
6.664788247E0,-8.135596663E-2,-5.503492057E-2,9.860821724E0,9.861310902E0
6.667174445E0,-9.810572863E-2,-4.067798331E-2,9.865608215E0,9.866179853E0
6.669560591E0,-9.332008660E-2,-3.589234129E-2,9.872786522E0,9.873292795E0
6.671946789E0,-8.374879509E-2,-4.785645381E-2,9.889535904E0,9.890006294E0
6.674332987E0,-1.004985496E-1,-4.067798331E-2,9.879964828E0,9.880559684E0
6.676719185E0,-9.571290761E-2,-3.589234129E-2,9.879964828E0,9.880493623E0
6.679105331E0,-1.028913707E-1,-3.589234129E-2,9.884750366E0,9.885351015E0
6.681491529E0,-1.076770201E-1,-2.153540403E-2,9.882357597E0,9.882967661E0
6.683877727E0,-9.332008660E-2,-3.828516230E-2,9.877572060E0,9.878087071E0
6.686263924E0,-9.571290761E-2,-3.110669367E-2,9.865608215E0,9.866121530E0
6.688650070E0,-1.004985496E-1,-2.871387079E-2,9.875179291E0,9.875732402E0
6.691036268E0,-9.332008660E-2,-2.871387079E-2,9.887143135E0,9.887625220E0
6.693422466E0,-1.052841991E-1,-2.871387079E-2,9.884750366E0,9.885352753E0
6.695808612E0,-1.028913707E-1,-4.067798331E-2,9.870393753E0,9.871013837E0
6.698194810E0,-9.092725813E-2,-3.828516230E-2,9.865608215E0,9.866101509E0
6.700581008E0,-1.028913707E-1,-3.110669367E-2,9.868000984E0,9.868586408E0
6.702967206E0,-8.853443712E-2,-3.349951655E-2,9.879964828E0,9.880418290E0
6.705353404E0,-7.417750359E-2,-4.067798331E-2,9.858428955E0,9.858791937E0
6.707739549E0,-7.896314561E-2,-3.589234129E-2,9.870393753E0,9.870774857E0
6.710125747E0,-6.460621208E-2,-2.392822690E-2,9.875179291E0,9.875419614E0
6.712511945E0,-7.417750359E-2,-4.785645381E-2,9.877572060E0,9.877966508E0
6.714898091E0,-7.657032460E-2,-3.828516230E-2,9.884750366E0,9.885121070E0
6.717284289E0,-9.092725813E-2,-4.067798331E-2,9.870393753E0,9.870896378E0
6.719670487E0,-8.135596663E-2,-2.632104978E-2,9.868000984E0,9.868371447E0
6.722056633E0,-7.896314561E-2,-1.196411345E-2,9.882357597E0,9.882680304E0
6.724442831E0,-7.417750359E-2,-4.307080805E-2,9.877572060E0,9.877944482E0
6.726829029E0,-7.896314561E-2,-4.067798331E-2,9.875179291E0,9.875578763E0
6.729215227E0,-7.896314561E-2,-3.828516230E-2,9.877572060E0,9.877961871E0
6.731601424E0,-8.614161611E-2,-4.785645381E-2,9.868000984E0,9.868492998E0
6.733987570E0,-8.853443712E-2,-4.307080805E-2,9.875179291E0,9.875670077E0
6.736373768E0,-8.614161611E-2,-4.785645381E-2,9.868000984E0,9.868492998E0
6.738759966E0,-9.332008660E-2,-5.264209956E-2,9.863214493E0,9.863796427E0
6.741146112E0,-9.092725813E-2,-5.264209956E-2,9.868000984E0,9.868560299E0
6.743532310E0,-8.853443712E-2,-5.742774159E-2,9.877572060E0,9.878135760E0
6.745918508E0,-9.332008660E-2,-5.503492057E-2,9.860821724E0,9.861416863E0
6.748304706E0,-9.332008660E-2,-4.785645381E-2,9.856036186E0,9.856594147E0
6.750690852E0,-1.076770201E-1,-3.828516230E-2,9.856036186E0,9.856698707E0
6.753077049E0,-1.172483116E-1,-4.785645381E-2,9.875179291E0,9.875991263E0
6.755463247E0,-9.571290761E-2,-4.307080805E-2,9.877572060E0,9.878129674E0
6.757849393E0,-7.896314561E-2,-5.264209956E-2,9.868000984E0,9.868457316E0
6.760235591E0,-8.135596663E-2,-4.307080805E-2,9.875179291E0,9.875608331E0
6.762621789E0,-7.657032460E-2,-2.632104978E-2,9.875179291E0,9.875511219E0
6.765007987E0,-8.614161611E-2,-2.153540403E-2,9.879964828E0,9.880363817E0
6.767394133E0,-9.332008660E-2,-3.110669367E-2,9.875179291E0,9.875669207E0
6.769780331E0,-9.332008660E-2,-5.264209956E-2,9.865608215E0,9.866190009E0
6.772166529E0,-1.028913707E-1,-6.699903309E-2,9.870393753E0,9.871157396E0
6.774552727E0,-1.052841991E-1,-4.067798331E-2,9.879964828E0,9.880609519E0
6.776938872E0,-7.657032460E-2,-2.392822690E-2,9.887143135E0,9.887468581E0
6.779325070E0,-9.092725813E-2,-2.871387079E-2,9.882357597E0,9.882817611E0
6.781711268E0,-8.614161611E-2,-4.067798331E-2,9.889535904E0,9.889994715E0
6.784097414E0,-8.135596663E-2,-4.546362907E-2,9.879964828E0,9.880404382E0
6.786483612E0,-8.614161611E-2,-4.307080805E-2,9.863214493E0,9.863684687E0
6.788869810E0,-9.810572863E-2,-3.828516230E-2,9.870393753E0,9.870955543E0
6.791256008E0,-1.004985496E-1,-3.349951655E-2,9.868000984E0,9.868569582E0
6.793642154E0,-1.100698411E-1,-1.435693540E-2,9.882357597E0,9.882980986E0
6.796028352E0,-1.076770201E-1,-4.307080805E-2,9.882357597E0,9.883038051E0
6.798414549E0,-1.004985496E-1,-3.828516230E-2,9.875179291E0,9.875764868E0
6.800800695E0,-9.092725813E-2,-4.785645381E-2,9.877572060E0,9.878106489E0
6.803186893E0,-9.092725813E-2,-5.982056633E-2,9.887143135E0,9.887742191E0
6.805573091E0,-9.092725813E-2,-4.067798331E-2,9.882357597E0,9.882859614E0
6.807959289E0,-8.614161611E-2,-4.307080805E-2,9.865608215E0,9.866078295E0
6.810345435E0,-1.004985496E-1,-3.828516230E-2,9.889535904E0,9.890120632E0
6.812731633E0,-8.614161611E-2,-4.546362907E-2,9.889535904E0,9.890015557E0
6.815117831E0,-8.853443712E-2,-4.067798331E-2,9.872786522E0,9.873267278E0
6.817504029E0,-9.092725813E-2,-4.067798331E-2,9.882357597E0,9.882859614E0
6.819890174E0,-8.374879509E-2,-4.067798331E-2,9.896714211E0,9.897152152E0
6.822276372E0,-9.092725813E-2,-4.307080805E-2,9.887143135E0,9.887655042E0
6.824662570E0,-9.571290761E-2,-2.392822690E-2,9.877572060E0,9.878064756E0
6.827048716E0,-1.052841991E-1,-3.349951655E-2,9.879964828E0,9.880582574E0
6.829434914E0,-9.092725813E-2,-3.828516230E-2,9.877572060E0,9.878064755E0
6.831821112E0,-9.332008660E-2,-3.110669367E-2,9.860821724E0,9.861312354E0
6.834207310E0,-1.076770201E-1,-2.632104978E-2,9.865608215E0,9.866230922E0
6.836593456E0,-7.417750359E-2,-3.589234129E-2,9.875179291E0,9.875523104E0
6.838979654E0,-8.135596663E-2,-2.153540403E-2,9.887143135E0,9.887501299E0
6.841365852E0,-8.614161611E-2,-4.067798331E-2,9.882357597E0,9.882816742E0
6.843751997E0,-9.810572863E-2,-4.546362907E-2,9.877572060E0,9.878163871E0
6.846138195E0,-8.853443712E-2,-5.982056633E-2,9.872786522E0,9.873364703E0
6.848524393E0,-9.332008660E-2,-4.785645381E-2,9.875179291E0,9.875736170E0
6.850910539E0,-1.004985496E-1,-4.307080805E-2,9.877572060E0,9.878177203E0
6.853296737E0,-1.028913707E-1,-3.110669367E-2,9.870393753E0,9.870979035E0
6.855682935E0,-1.052841991E-1,-4.785645381E-2,9.868000984E0,9.868678657E0
6.858069081E0,-1.028913707E-1,-4.307080805E-2,9.870393753E0,9.871023988E0
6.860455279E0,-8.614161611E-2,-3.349951655E-2,9.884750366E0,9.885182467E0
6.862841477E0,-9.810572863E-2,-4.546362907E-2,9.877572060E0,9.878163871E0
6.865227674E0,-1.148554832E-1,-3.349951655E-2,9.887143135E0,9.887866978E0
6.867613820E0,-1.076770201E-1,-2.392822690E-2,9.877572060E0,9.878187926E0
6.870000018E0,-1.148554832E-1,-2.632104978E-2,9.870393753E0,9.871097073E0
6.872386216E0,-9.810572863E-2,-3.589234129E-2,9.872786522E0,9.873339187E0
6.874772414E0,-8.614161611E-2,-5.264209956E-2,9.863214493E0,9.863731125E0
6.877158560E0,-8.614161611E-2,-5.264209956E-2,9.877572060E0,9.878087941E0
6.879544758E0,-9.092725813E-2,-5.503492057E-2,9.889535904E0,9.890107027E0
6.881930956E0,-9.332008660E-2,-5.024927482E-2,9.887143135E0,9.887711211E0
6.884317102E0,-8.374879509E-2,-3.589234129E-2,9.877572060E0,9.877992302E0
6.886703299E0,-8.614161611E-2,-2.632104978E-2,9.884750366E0,9.885160746E0
6.889089497E0,-1.076770201E-1,-2.392822690E-2,9.877572060E0,9.878187926E0
6.891475643E0,-9.332008660E-2,-3.349951655E-2,9.868000984E0,9.868499090E0
6.893861841E0,-7.896314561E-2,-2.632104978E-2,9.877572060E0,9.877922746E0
6.896248039E0,-7.896314561E-2,-1.674975827E-2,9.858428955E0,9.858759415E0
6.898634237E0,-8.614161611E-2,-1.914258115E-2,9.860821724E0,9.861216552E0
6.901020383E0,-9.332008660E-2,-2.632104978E-2,9.858428955E0,9.858905766E0
6.903406581E0,-9.332008660E-2,-4.067798331E-2,9.860821724E0,9.861347190E0
6.905792779E0,-8.614161611E-2,-2.871387079E-2,9.863214493E0,9.863632444E0
6.908178924E0,-1.028913707E-1,-2.153540403E-2,9.877572060E0,9.878131412E0
6.910565122E0,-1.076770201E-1,-2.871387079E-2,9.887143135E0,9.887771144E0
6.912951320E0,-1.028913707E-1,-4.067798331E-2,9.872786522E0,9.873406456E0
6.915337466E0,-9.810572863E-2,-3.589234129E-2,9.870393753E0,9.870946552E0
6.917723664E0,-8.614161611E-2,-4.307080805E-2,9.858428955E0,9.858899377E0
6.920109862E0,-9.571290761E-2,-4.067798331E-2,9.863214493E0,9.863762760E0
6.922496008E0,-9.810572863E-2,-4.067798331E-2,9.865608215E0,9.866179853E0
6.924882206E0,-9.571290761E-2,-3.828516230E-2,9.858428955E0,9.858967906E0
6.927268404E0,-1.052841991E-1,-2.632104978E-2,9.863214493E0,9.863811519E0
6.929654602E0,-1.028913707E-1,-4.785645381E-2,9.870393753E0,9.871046029E0
6.932040747E0,-1.076770201E-1,-2.871387079E-2,9.877572060E0,9.878200677E0
6.934426945E0,-9.332008660E-2,-5.024927482E-2,9.879964828E0,9.880533318E0
6.936813143E0,-9.810572863E-2,-3.828516230E-2,9.870393753E0,9.870955543E0
6.939199289E0,-8.614161611E-2,-4.307080805E-2,9.870393753E0,9.870863605E0
6.941585487E0,-8.135596663E-2,-3.589234129E-2,9.872786522E0,9.873186961E0
6.943971685E0,-7.178468257E-2,-3.110669367E-2,9.875179291E0,9.875489187E0
6.946357831E0,-8.614161611E-2,-3.828516230E-2,9.868000984E0,9.868451224E0
6.948744029E0,-1.028913707E-1,-2.153540403E-2,9.860821724E0,9.861382027E0
6.951130227E0,-1.004985496E-1,-3.110669367E-2,9.875179291E0,9.875739649E0
6.953516372E0,-1.076770201E-1,-5.742774159E-2,9.870393753E0,9.871148116E0
6.955902570E0,-1.028913707E-1,-5.264209956E-2,9.879964828E0,9.880640811E0
6.958288768E0,-9.332008660E-2,-3.110669367E-2,9.865608215E0,9.866098607E0
6.960674914E0,-8.853443712E-2,-4.307080805E-2,9.868000984E0,9.868492127E0
6.963061112E0,-7.896314561E-2,-4.307080805E-2,9.887143135E0,9.887552258E0
6.965447310E0,-7.657032460E-2,-4.785645381E-2,9.879964828E0,9.880377435E0
6.967833508E0,-9.571290761E-2,-4.067798331E-2,9.879964828E0,9.880512166E0
6.970219654E0,-8.853443712E-2,-3.110669367E-2,9.884750366E0,9.885195788E0
6.972605852E0,-7.896314561E-2,-3.828516230E-2,9.872786522E0,9.873176522E0
6.974992049E0,-8.853443712E-2,-3.110669367E-2,9.860821724E0,9.861268227E0
6.977378195E0,-8.853443712E-2,-3.589234129E-2,9.863214493E0,9.863677141E0
6.979764393E0,-1.004985496E-1,-2.392822690E-2,9.865608215E0,9.866149096E0
6.982150591E0,-1.028913707E-1,-2.871387079E-2,9.865608215E0,9.866186527E0
6.984536737E0,-8.614161611E-2,-3.110669367E-2,9.877572060E0,9.877996649E0
6.986922935E0,-8.614161611E-2,-2.632104978E-2,9.870393753E0,9.870804730E0
6.989309133E0,-8.374879509E-2,-1.435693540E-2,9.879964828E0,9.880330207E0
6.991695279E0,-9.092725813E-2,-1.196411345E-2,9.872786522E0,9.873212477E0
6.994081477E0,-8.374879509E-2,-7.178467698E-3,9.887143135E0,9.887500431E0
6.996467674E0,-8.853443712E-2,-1.674975827E-2,9.882357597E0,9.882768366E0
6.998853820E0,-8.614161611E-2,-3.589234129E-2,9.865608215E0,9.866049569E0
7.001240018E0,-8.135596663E-2,-4.067798331E-2,9.870393753E0,9.870812851E0
7.003626216E0,-7.657032460E-2,-3.589234129E-2,9.882357597E0,9.882719411E0
7.006012362E0,-8.135596663E-2,-5.742774159E-2,9.870393753E0,9.870896088E0
7.008398560E0,-8.135596663E-2,-3.589234129E-2,9.870393753E0,9.870794289E0
7.010784758E0,-7.417750359E-2,-3.110669367E-2,9.875179291E0,9.875506871E0
7.013170904E0,-1.100698411E-1,-4.546362907E-2,9.887143135E0,9.887860319E0
7.015557102E0,-1.076770201E-1,-6.939185411E-2,9.879964828E0,9.880795240E0
7.017943299E0,-1.028913707E-1,-5.264209956E-2,9.868000984E0,9.868677786E0
7.020329445E0,-8.614161611E-2,-2.871387079E-2,9.865608215E0,9.866026065E0
7.022715643E0,-8.374879509E-2,-5.024927482E-2,9.870393753E0,9.870876946E0
7.025101841E0,-8.853443712E-2,-5.503492057E-2,9.865608215E0,9.866158961E0
7.027487987E0,-9.810572863E-2,-5.503492057E-2,9.858428955E0,9.859070699E0
7.029874185E0,-9.571290761E-2,-4.785645381E-2,9.865608215E0,9.866188558E0
7.032260383E0,-8.374879509E-2,-4.307080805E-2,9.868000984E0,9.868450353E0
7.034646529E0,-7.896314561E-2,-2.871387079E-2,9.865608215E0,9.865966001E0
7.037032727E0,-8.374879509E-2,-3.110669367E-2,9.872786522E0,9.873190730E0
7.039418924E0,-8.135596663E-2,-3.110669367E-2,9.875179291E0,9.875563399E0
7.041805070E0,-9.092725813E-2,-3.110669367E-2,9.865608215E0,9.866076264E0
7.044191268E0,-8.614161611E-2,-4.067798331E-2,9.870393753E0,9.870853454E0
7.046577466E0,-9.092725813E-2,-3.349951655E-2,9.865608215E0,9.866084099E0
7.048963612E0,-8.853443712E-2,-2.871387079E-2,9.872786522E0,9.873225235E0
7.051349810E0,-1.004985496E-1,-2.871387079E-2,9.889535904E0,9.890088212E0
7.053736008E0,-1.004985496E-1,-5.024927482E-2,9.884750366E0,9.885388953E0
7.056122154E0,-8.853443712E-2,-4.307080805E-2,9.865608215E0,9.866099477E0
7.058508352E0,-1.076770201E-1,-3.589234129E-2,9.872786522E0,9.873438930E0
7.060894549E0,-1.004985496E-1,-2.392822690E-2,9.865608215E0,9.866149096E0
7.063280695E0,-7.657032460E-2,-2.632104978E-2,9.868000984E0,9.868333154E0
7.065666893E0,-8.614161611E-2,-4.067798331E-2,9.875179291E0,9.875638769E0
7.068053091E0,-9.092725813E-2,-2.871387079E-2,9.877572060E0,9.878032296E0
7.070439237E0,-9.571290761E-2,-3.828516230E-2,9.879964828E0,9.880502605E0
7.072825435E0,-8.614161611E-2,-2.871387079E-2,9.879964828E0,9.880382071E0
7.075211633E0,-9.092725813E-2,-1.196411345E-2,9.877572060E0,9.877997808E0
7.077597779E0,-9.571290761E-2,-2.392822690E-2,9.868000984E0,9.868494158E0
7.079983977E0,-9.332008660E-2,-3.349951655E-2,9.865608215E0,9.866106441E0
7.082370174E0,-1.028913707E-1,-4.546362907E-2,9.870393753E0,9.871034719E0
7.084756320E0,-1.052841991E-1,-4.067798331E-2,9.872786522E0,9.873431681E0
7.087142518E0,-1.076770201E-1,-4.785645381E-2,9.868000984E0,9.868704474E0
7.089528716E0,-8.374879509E-2,-3.589234129E-2,9.872786522E0,9.873206968E0
7.091914862E0,-7.657032460E-2,-3.110669367E-2,9.879964828E0,9.880310504E0
7.094301060E0,-8.374879509E-2,-3.828516230E-2,9.872786522E0,9.873215956E0
7.096687258E0,-8.853443712E-2,-4.785645381E-2,9.882357597E0,9.882870042E0
7.099073404E0,-9.092725813E-2,-4.307080805E-2,9.856036186E0,9.856549709E0
7.101459602E0,-8.853443712E-2,-2.632104978E-2,9.863214493E0,9.863646956E0
7.103845799E0,-7.657032460E-2,-3.589234129E-2,9.865608215E0,9.865970643E0
7.106231945E0,-9.332008660E-2,-4.307080805E-2,9.882357597E0,9.882892057E0
7.108618143E0,-7.896314561E-2,-3.828516230E-2,9.877572060E0,9.877961871E0
7.111004341E0,-7.896314561E-2,-3.110669367E-2,9.877572060E0,9.877936657E0
7.113390487E0,-8.853443712E-2,-2.632104978E-2,9.865608215E0,9.866040574E0
7.115776685E0,-9.092725813E-2,-2.632104978E-2,9.872786522E0,9.873240313E0
7.118162883E0,-1.004985496E-1,-2.871387079E-2,9.882357597E0,9.882910307E0
7.120549029E0,-9.810572863E-2,-3.110669367E-2,9.889535904E0,9.890071423E0
7.122935227E0,-8.853443712E-2,-3.589234129E-2,9.879964828E0,9.880426692E0
7.125321424E0,-9.810572863E-2,-3.110669367E-2,9.868000984E0,9.868537672E0
7.127707570E0,-9.332008660E-2,-1.196411345E-2,9.868000984E0,9.868449483E0
7.130093768E0,-9.092725813E-2,-1.196411345E-2,9.875179291E0,9.875605143E0
7.132479966E0,-1.004985496E-1,-2.392822690E-2,9.863214493E0,9.863755504E0
7.134866112E0,-7.417750359E-2,-3.349951655E-2,9.868000984E0,9.868336635E0
7.137252310E0,-8.614161611E-2,-4.067798331E-2,9.877572060E0,9.878031427E0
7.139638456E0,-8.853443712E-2,-3.828516230E-2,9.882357597E0,9.882828329E0
7.142024654E0,-9.571290761E-2,-3.349951655E-2,9.872786522E0,9.873307292E0
7.144410852E0,-1.124626622E-1,-2.632104978E-2,9.870393753E0,9.871069521E0
7.146796997E0,-1.004985496E-1,-4.067798331E-2,9.875179291E0,9.875774435E0
7.149183195E0,-9.810572863E-2,-6.460621208E-2,9.870393753E0,9.871092723E0
7.151569393E0,-1.100698411E-1,-4.067798331E-2,9.868000984E0,9.868698673E0
7.153955539E0,-1.028913707E-1,-3.110669367E-2,9.865608215E0,9.866193781E0
7.156341737E0,-9.571290761E-2,-4.067798331E-2,9.875179291E0,9.875726894E0
7.158727935E0,-9.571290761E-2,-3.828516230E-2,9.875179291E0,9.875717328E0
7.161114081E0,-9.332008660E-2,-4.067798331E-2,9.877572060E0,9.878096635E0
7.163500279E0,-1.028913707E-1,-4.307080805E-2,9.882357597E0,9.882987069E0
7.165886477E0,-1.052841991E-1,-3.349951655E-2,9.877572060E0,9.878189954E0
7.168272622E0,-8.614161611E-2,-3.110669367E-2,9.870393753E0,9.870818651E0
7.170658820E0,-1.076770201E-1,-2.871387079E-2,9.875179291E0,9.875808061E0
7.173045018E0,-1.148554832E-1,-3.589234129E-2,9.872786522E0,9.873519826E0
7.175431164E0,-1.100698411E-1,-2.392822690E-2,9.887143135E0,9.887784752E0
