"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.834381415E0,-6.221338734E-2,-1.124626622E-1,9.834501266E0,9.835341047E0
7.836767197E0,-5.264209956E-2,-1.196411327E-1,9.858428955E0,9.859295444E0
7.839152978E0,-6.939185411E-2,-1.411765367E-1,9.865608215E0,9.866862293E0
7.841538759E0,-7.417750359E-2,-1.555334777E-1,9.879964828E0,9.881467400E0
7.843924488E0,-8.853443712E-2,-1.651047617E-1,9.896714211E0,9.898487263E0
7.846310269E0,-1.004985496E-1,-1.651047617E-1,9.903892517E0,9.905778441E0
7.848696051E0,-1.004985496E-1,-1.579262912E-1,9.925428391E0,9.927193431E0
7.851081780E0,-1.052841991E-1,-1.555334777E-1,9.923035622E0,9.924812914E0
7.853467561E0,-1.124626622E-1,-1.555334777E-1,9.911071777E0,9.912930056E0
7.855853342E0,-1.100698411E-1,-1.579262912E-1,9.875179291E0,9.877055336E0
7.858239124E0,-1.196411327E-1,-1.459621787E-1,9.820143700E0,9.821957098E0
7.860624853E0,-1.052841991E-1,-1.507478207E-1,9.801001549E0,9.802726204E0
7.863010634E0,-1.172483116E-1,-1.435693651E-1,9.803394318E0,9.805146581E0
7.865396415E0,-1.316052526E-1,-1.459621787E-1,9.817750931E0,9.819717829E0
7.867782197E0,-1.124626622E-1,-1.627119333E-1,9.827322960E0,9.829313281E0
7.870167926E0,-9.092725813E-2,-1.794617027E-1,9.839286804E0,9.841343358E0
7.872553707E0,-9.571290761E-2,-1.818545163E-1,9.877572060E0,9.879709602E0
7.874939488E0,-6.939185411E-2,-1.818545163E-1,9.884750366E0,9.886666582E0
7.877325269E0,-7.657032460E-2,-1.698904037E-1,9.889535904E0,9.891291430E0
7.879710999E0,-6.699903309E-2,-1.698904037E-1,9.889535904E0,9.891221968E0
7.882096780E0,-6.939185411E-2,-1.698904037E-1,9.884750366E0,9.886453752E0
7.884482561E0,-5.982056633E-2,-1.531406492E-1,9.877572060E0,9.878940244E0
7.886868342E0,-6.221338734E-2,-1.603191197E-1,9.882357597E0,9.883853722E0
7.889254072E0,-5.503492057E-2,-1.627119333E-1,9.887143135E0,9.888635062E0
7.891639853E0,-8.135596663E-2,-1.483550072E-1,9.889535904E0,9.890983187E0
7.894025634E0,-6.221338734E-2,-1.555334777E-1,9.903892517E0,9.905309089E0
7.896411415E0,-7.178468257E-2,-1.411765367E-1,9.923035622E0,9.924299462E0
7.898797144E0,-8.614161611E-2,-1.363908947E-1,9.903892517E0,9.905206199E0
7.901182926E0,-7.657032460E-2,-1.387837082E-1,9.877572060E0,9.878843744E0
7.903568707E0,-8.374879509E-2,-1.579262912E-1,9.841679573E0,9.843302870E0
7.905954488E0,-1.052841991E-1,-1.579262912E-1,9.844072342E0,9.845901977E0
7.908340217E0,-1.076770201E-1,-1.579262912E-1,9.836894035E0,9.838750902E0
7.910725999E0,-1.076770201E-1,-1.627119333E-1,9.858428955E0,9.860359576E0
7.913111780E0,-1.052841991E-1,-1.674975902E-1,9.889535904E0,9.891514576E0
7.915497509E0,-1.316052526E-1,-1.627119333E-1,9.906285286E0,9.908495511E0
7.917883290E0,-1.435693651E-1,-1.316052526E-1,9.915857315E0,9.917769830E0
7.920269072E0,-1.292124242E-1,-1.148554832E-1,9.896714211E0,9.898224073E0
7.922654853E0,-1.363908947E-1,-1.196411327E-1,9.863214493E0,9.864883000E0
7.925040634E0,-1.076770201E-1,-1.292124242E-1,9.836894035E0,9.838331894E0
7.927426363E0,-1.028913707E-1,-1.220339537E-1,9.824930191E0,9.826226752E0
7.929812144E0,-1.148554832E-1,-1.339980662E-1,9.851250648E0,9.852831400E0
7.932197926E0,-1.172483116E-1,-1.244267747E-1,9.870393753E0,9.871874292E0
7.934583655E0,-1.124626622E-1,-1.028913707E-1,9.906285286E0,9.907457931E0
7.936969436E0,-9.092725813E-2,-1.363908947E-1,9.937392235E0,9.938744119E0
7.939355217E0,-8.135596663E-2,-1.459621787E-1,9.946963310E0,9.948366843E0
7.941740999E0,-8.135596663E-2,-1.483550072E-1,9.939785004E0,9.941224971E0
7.944126728E0,-8.853443712E-2,-1.579262912E-1,9.901499748E0,9.903154867E0
7.946512509E0,-7.657032460E-2,-1.603191197E-1,9.865608215E0,9.867207847E0
7.948898290E0,-9.571290761E-2,-1.483550072E-1,9.820143700E0,9.821730624E0
7.951284072E0,-1.028913707E-1,-1.531406492E-1,9.789037704E0,9.790776163E0
7.953669801E0,-7.657032460E-2,-1.411765367E-1,9.772287369E0,9.773607023E0
7.956055582E0,-7.896314561E-2,-1.459621787E-1,9.796216011E0,9.797621562E0
7.958441363E0,-6.939185411E-2,-1.316052526E-1,9.829715729E0,9.830841596E0
7.960827144E0,-7.657032460E-2,-1.507478207E-1,9.877572060E0,9.879019066E0
7.963212874E0,-9.332008660E-2,-1.483550072E-1,9.937392235E0,9.938937683E0
7.965598655E0,-1.100698411E-1,-1.292124242E-1,9.968499184E0,9.969944192E0
7.967984436E0,-9.810572863E-2,-1.220339537E-1,9.973284721E0,9.974513780E0
7.970370217E0,-1.100698411E-1,-1.172483116E-1,9.966106415E0,9.967403855E0
7.972755947E0,-9.810572863E-2,-1.004985496E-1,9.911071777E0,9.912066811E0
7.975141728E0,-1.028913707E-1,-9.332008660E-2,9.858428955E0,9.859407525E0
7.977527509E0,-1.172483116E-1,-9.571290761E-2,9.779465675E0,9.780636841E0
7.979913290E0,-1.220339537E-1,-1.124626622E-1,9.745966911E0,9.747379708E0
7.982299019E0,-1.100698411E-1,-1.100698411E-1,9.734002113E0,9.735246678E0
7.984684801E0,-9.810572863E-2,-9.332008660E-2,9.753145218E0,9.754085042E0
7.987070582E0,-8.374879509E-2,-9.092725813E-2,9.808179855E0,9.808958849E0
7.989456363E0,-5.503492057E-2,-1.220339537E-1,9.877572060E0,9.878479181E0
7.991842092E0,-5.982056633E-2,-1.100698411E-1,9.944570541E0,9.945359577E0
7.994227874E0,-5.264209956E-2,-1.028913707E-1,9.987641335E0,9.988310030E0
7.996613655E0,-3.349951655E-2,-1.076770201E-1,1.000199890E1,1.000263458E1
7.998999436E0,-4.785645381E-2,-9.810572863E-2,9.973284721E0,9.973882048E0
8.001385165E0,-6.699903309E-2,-9.092725813E-2,9.946963310E0,9.947604522E0
8.003770947E0,-6.221338734E-2,-9.092725813E-2,9.901499748E0,9.902112680E0
8.006156728E0,-8.135596663E-2,-1.028913707E-1,9.863214493E0,9.864086656E0
8.008542509E0,-7.178468257E-2,-1.004985496E-1,9.827322960E0,9.828098980E0
8.010928238E0,-7.178468257E-2,-9.810572863E-2,9.810572624E0,9.811325751E0
8.013314019E0,-8.614161611E-2,-1.076770201E-1,9.801001549E0,9.801971540E0
8.015699801E0,-9.332008660E-2,-1.028913707E-1,9.791430473E0,9.792415738E0
8.018085582E0,-1.004985496E-1,-1.196411327E-1,9.805787086E0,9.807031883E0
8.020471311E0,-8.614161611E-2,-1.292124242E-1,9.836894035E0,9.838119764E0
8.022857092E0,-6.939185411E-2,-1.148554832E-1,9.872786522E0,9.873698432E0
8.025242874E0,-9.810572863E-2,-1.076770201E-1,9.896714211E0,9.897786179E0
8.027628655E0,-9.332008660E-2,-8.374879509E-2,9.915857315E0,9.916650079E0
8.030014384E0,-1.076770201E-1,-1.124626622E-1,9.925428391E0,9.926649532E0
8.032400165E0,-1.124626622E-1,-9.571290761E-2,9.942177773E0,9.943274494E0
8.034785947E0,-1.124626622E-1,-8.135596663E-2,9.937392235E0,9.938361589E0
8.037171676E0,-1.220339537E-1,-9.810572863E-2,9.937392235E0,9.938625732E0
8.039557457E0,-1.196411327E-1,-1.052841991E-1,9.925428391E0,9.926707787E0
8.041943238E0,-1.244267747E-1,-9.092725813E-2,9.872786522E0,9.873989239E0
8.044329019E0,-1.004985496E-1,-1.100698411E-1,9.853643417E0,9.854770618E0
8.046714801E0,-9.810572863E-2,-1.196411327E-1,9.836894035E0,9.838110743E0
8.049100530E0,-1.076770201E-1,-1.268195957E-1,9.839286804E0,9.840693185E0
8.051486311E0,-8.135596663E-2,-1.411765367E-1,9.836894035E0,9.838243434E0
8.053872092E0,-6.699903309E-2,-1.603191197E-1,9.860821724E0,9.862352466E0
8.056257822E0,-5.982056633E-2,-1.555334777E-1,9.889535904E0,9.890939771E0
8.058643603E0,-7.178468257E-2,-1.244267747E-1,9.889535904E0,9.890579127E0
8.061029384E0,-6.221338734E-2,-1.172483116E-1,9.906285286E0,9.907174463E0
8.063415165E0,-5.982056633E-2,-1.220339537E-1,9.920642853E0,9.921573736E0
8.065800894E0,-5.264209956E-2,-8.614161611E-2,9.915857315E0,9.916371204E0
8.068186676E0,-6.939185411E-2,-8.614161611E-2,9.884750366E0,9.885369260E0
8.070572457E0,-6.221338734E-2,-1.052841991E-1,9.858428955E0,9.859187427E0
8.072958238E0,-7.417750359E-2,-1.004985496E-1,9.841679573E0,9.842472204E0
8.075344019E0,-7.896314561E-2,-1.148554832E-1,9.841679573E0,9.842666497E0
8.077729749E0,-6.699903309E-2,-1.339980662E-1,9.848857880E0,9.849997253E0
8.080115530E0,-8.135596663E-2,-1.316052526E-1,9.889535904E0,9.890746136E0
8.082501311E0,-6.699903309E-2,-1.292124242E-1,9.918250084E0,9.919317993E0
8.084887040E0,-7.896314561E-2,-1.100698411E-1,9.925428391E0,9.926352768E0
8.087272822E0,-9.571290761E-2,-1.268195957E-1,9.925428391E0,9.926700001E0
8.089658603E0,-1.028913707E-1,-1.435693651E-1,9.908679008E0,9.910253200E0
8.092044384E0,-9.571290761E-2,-1.292124242E-1,9.887143135E0,9.888450646E0
8.094430165E0,-1.052841991E-1,-1.220339537E-1,9.860821724E0,9.862138821E0
8.096815894E0,-1.124626622E-1,-1.459621787E-1,9.844072342E0,9.845796721E0
8.099201676E0,-1.220339537E-1,-1.244267747E-1,9.851250648E0,9.852792175E0
8.101587457E0,-1.244267747E-1,-1.244267747E-1,9.868000984E0,9.869569771E0
8.103973186E0,-1.124626622E-1,-1.387837082E-1,9.891928673E0,9.893541410E0
8.106358967E0,-1.292124242E-1,-1.507478207E-1,9.934999466E0,9.936983201E0
8.108744749E0,-1.196411327E-1,-1.555334777E-1,9.951749802E0,9.953684181E0
8.111130530E0,-1.172483116E-1,-1.627119333E-1,9.954142570E0,9.956162747E0
8.113516259E0,-1.052841991E-1,-1.627119333E-1,9.927821159E0,9.929712630E0
8.115902040E0,-8.614161611E-2,-1.411765367E-1,9.901499748E0,9.902880816E0
8.118287822E0,-9.332008660E-2,-1.531406492E-1,9.856036186E0,9.857667574E0
8.120673603E0,-8.135596663E-2,-1.507478207E-1,9.803394318E0,9.804890813E0
8.123059332E0,-7.896314561E-2,-1.435693651E-1,9.762716293E0,9.764091190E0
8.125445113E0,-7.417750359E-2,-1.555334777E-1,9.736394882E0,9.737919607E0
8.127830894E0,-8.374879509E-2,-1.818545163E-1,9.750752449E0,9.752807711E0
8.130216676E0,-7.417750359E-2,-1.866401732E-1,9.779465675E0,9.781527782E0
8.132602405E0,-8.135596663E-2,-1.794617027E-1,9.844072342E0,9.846044158E0
8.134988186E0,-8.135596663E-2,-1.842473447E-1,9.891928673E0,9.893978914E0
8.137373967E0,-4.785645381E-2,-1.842473447E-1,9.915857315E0,9.917684388E0
8.139759749E0,-7.657032460E-2,-1.698904037E-1,9.939785004E0,9.941531657E0
8.142145478E0,-8.135596663E-2,-1.794617027E-1,9.906285286E0,9.908244722E0
8.144531259E0,-6.460621208E-2,-1.770688742E-1,9.865608215E0,9.867408617E0
8.146917040E0,-6.939185411E-2,-1.674975902E-1,9.839286804E0,9.840957041E0
8.149302822E0,-9.332008660E-2,-1.555334777E-1,9.815358162E0,9.817033928E0
8.151688551E0,-7.417750359E-2,-1.531406492E-1,9.812965393E0,9.814440594E0
8.154074332E0,-7.657032460E-2,-1.818545163E-1,9.836894035E0,9.838872819E0
8.156460113E0,-9.332008660E-2,-1.890329868E-1,9.841679573E0,9.843937166E0
8.158845894E0,-1.196411327E-1,-1.794617027E-1,9.841679573E0,9.844042733E0
8.161231624E0,-1.076770201E-1,-1.722832322E-1,9.839286804E0,9.841384083E0
8.163617405E0,-1.004985496E-1,-1.746760458E-1,9.846465111E0,9.848527142E0
8.166003186E0,-1.316052526E-1,-1.603191197E-1,9.832108498E0,9.834296094E0
8.168388967E0,-1.100698411E-1,-1.627119333E-1,9.824930191E0,9.826893904E0
8.170774697E0,-1.100698411E-1,-1.627119333E-1,9.824930191E0,9.826893904E0
8.173160478E0,-1.076770201E-1,-1.483550072E-1,9.832108498E0,9.833817217E0
8.175546259E0,-1.076770201E-1,-1.148554832E-1,9.827322960E0,9.828583961E0
8.177932040E0,-1.244267747E-1,-1.411765367E-1,9.839286804E0,9.841086203E0
8.180317769E0,-1.076770201E-1,-1.435693651E-1,9.851250648E0,9.852885153E0
8.182703551E0,-1.052841991E-1,-1.387837082E-1,9.860821724E0,9.862360303E0
8.185089332E0,-8.135596663E-2,-1.363908947E-1,9.865608215E0,9.866886375E0
8.187475113E0,-7.417750359E-2,-1.387837082E-1,9.872786522E0,9.874040557E0
8.189860842E0,-8.135596663E-2,-1.339980662E-1,9.865608215E0,9.866853588E0
8.192246624E0,-9.092725813E-2,-1.363908947E-1,9.836894035E0,9.838259729E0
8.194632405E0,-7.178468257E-2,-1.555334777E-1,9.848857880E0,9.850347468E0
8.197018186E0,-9.092725813E-2,-1.435693651E-1,9.856036186E0,9.857501166E0
8.199403915E0,-1.100698411E-1,-1.292124242E-1,9.846465111E0,9.847928026E0
8.201789697E0,-9.332008660E-2,-1.387837082E-1,9.820143700E0,9.821567687E0
8.204175478E0,-1.124626622E-1,-1.387837082E-1,9.824930191E0,9.826553924E0
8.206561259E0,-9.810572863E-2,-1.100698411E-1,9.851250648E0,9.852354005E0
8.208946988E0,-1.172483116E-1,-9.571290761E-2,9.868000984E0,9.869161644E0
8.211332769E0,-1.148554832E-1,-8.853443712E-2,9.889535904E0,9.890599098E0
8.213718551E0,-1.052841991E-1,-6.699903309E-2,9.918250084E0,9.919035153E0
8.216104332E0,-1.028913707E-1,-7.896314561E-2,9.939785004E0,9.940631154E0
8.218490061E0,-1.220339537E-1,-8.614161611E-2,9.934999466E0,9.936122335E0
8.220875842E0,-1.220339537E-1,-5.503492057E-2,9.939785004E0,9.940686447E0
8.223261624E0,-1.148554832E-1,-5.503492057E-2,9.915857315E0,9.916675195E0
8.225647405E0,-1.100698411E-1,-4.546362907E-2,9.877572060E0,9.878289938E0
8.228033134E0,-1.076770201E-1,-4.307080805E-2,9.860821724E0,9.861503664E0
8.230418915E0,-1.076770201E-1,-8.374879509E-2,9.851250648E0,9.852195062E0
8.232804697E0,-9.571290761E-2,-8.614161611E-2,9.844072342E0,9.844914505E0
8.235190478E0,-6.460621208E-2,-7.896314561E-2,9.841679573E0,9.842208388E0
8.237576207E0,-7.417750359E-2,-7.896314561E-2,9.846465111E0,9.847061118E0
8.239961988E0,-7.657032460E-2,-8.135596663E-2,9.856036186E0,9.856669372E0
8.242347769E0,-8.614161611E-2,-8.614161611E-2,9.865608215E0,9.866360333E0
8.244733551E0,-1.004985496E-1,-1.076770201E-1,9.901499748E0,9.902595193E0
8.247119280E0,-8.135596663E-2,-1.172483116E-1,9.923035622E0,9.924061765E0
8.249505061E0,-7.896314561E-2,-1.268195957E-1,9.913464546E0,9.914590143E0
8.251890842E0,-6.939185411E-2,-1.363908947E-1,9.911071777E0,9.912253098E0
8.254276624E0,-7.417750359E-2,-1.387837082E-1,9.896714211E0,9.897965214E0
8.256662353E0,-7.896314561E-2,-1.292124242E-1,9.901499748E0,9.902657638E0
8.259048134E0,-5.503492057E-2,-1.172483116E-1,9.894321442E0,9.895169165E0
8.261433915E0,-6.221338734E-2,-1.196411327E-1,9.896714211E0,9.897632882E0
8.263819697E0,-7.178468257E-2,-1.316052526E-1,9.923035622E0,9.924167921E0
8.266205426E0,-7.417750359E-2,-1.531406492E-1,9.939785004E0,9.941241385E0
8.268591207E0,-7.657032460E-2,-1.722832322E-1,9.942177773E0,9.943965174E0
8.270976988E0,-7.657032460E-2,-1.555334777E-1,9.918250084E0,9.919765038E0
8.273362769E0,-1.076770201E-1,-1.579262912E-1,9.887143135E0,9.888990567E0
8.275748499E0,-1.220339537E-1,-1.387837082E-1,9.863214493E0,9.864945683E0
8.278134280E0,-8.614161611E-2,-1.411765367E-1,9.832108498E0,9.833499311E0
8.280520061E0,-1.028913707E-1,-1.363908947E-1,9.844072342E0,9.845554803E0
8.282905842E0,-9.332008660E-2,-1.316052526E-1,9.865608215E0,9.866927285E0
8.285291572E0,-9.810572863E-2,-1.052841991E-1,9.899106979E0,9.900152953E0
8.287677353E0,-1.052841991E-1,-1.172483116E-1,9.913464546E0,9.914716902E0
8.290063134E0,-1.124626622E-1,-1.148554832E-1,9.920642853E0,9.921945084E0
8.292448915E0,-1.124626622E-1,-1.292124242E-1,9.930213928E0,9.931691314E0
8.294834644E0,-9.571290761E-2,-1.172483116E-1,9.932606697E0,9.933759808E0
8.297220426E0,-8.614161611E-2,-1.076770201E-1,9.934999466E0,9.935956376E0
8.299606207E0,-7.657032460E-2,-1.124626622E-1,9.891928673E0,9.892864284E0
8.301991988E0,-7.178468257E-2,-1.124626622E-1,9.877572060E0,9.878473095E0
8.304377717E0,-8.374879509E-2,-1.028913707E-1,9.856036186E0,9.856929025E0
8.306763499E0,-7.417750359E-2,-1.076770201E-1,9.844072342E0,9.844940676E0
8.309149280E0,-8.853443712E-2,-1.124626622E-1,9.824930191E0,9.825972698E0
8.311535061E0,-7.178468257E-2,-1.244267747E-1,9.808179855E0,9.809231730E0
8.313920790E0,-4.785645381E-2,-1.172483116E-1,9.841679573E0,9.842494309E0
8.316306572E0,-3.110669367E-2,-1.196411327E-1,9.856036186E0,9.856811398E0
8.318692353E0,-4.546362907E-2,-1.172483116E-1,9.877572060E0,9.878372533E0
8.321078134E0,-8.135596663E-2,-1.148554832E-1,9.903892517E0,9.904892607E0
8.323463863E0,-7.417750359E-2,-1.196411327E-1,9.927821159E0,9.928819128E0
8.325849644E0,-8.374879509E-2,-1.124626622E-1,9.944570541E0,9.945559057E0
8.328235426E0,-5.742774159E-2,-1.004985496E-1,9.934999466E0,9.935673721E0
8.330621207E0,-5.982056633E-2,-1.220339537E-1,9.915857315E0,9.916788647E0
8.333006936E0,-7.657032460E-2,-1.268195957E-1,9.884750366E0,9.885860409E0
8.335392717E0,-9.092725813E-2,-1.196411327E-1,9.884750366E0,9.885892553E0
8.337778499E0,-1.124626622E-1,-1.220339537E-1,9.868000984E0,9.869396312E0
8.340164280E0,-1.172483116E-1,-1.196411327E-1,9.858428955E0,9.859852059E0
8.342550009E0,-1.148554832E-1,-1.387837082E-1,9.836894035E0,9.838543437E0
8.344935790E0,-1.004985496E-1,-1.531406492E-1,9.824930191E0,9.826637537E0
8.347321572E0,-9.332008660E-2,-1.627119333E-1,9.808179855E0,9.809973287E0
8.349707353E0,-9.571290761E-2,-1.531406492E-1,9.803394318E0,9.805057530E0
8.352093082E0,-1.148554832E-1,-1.411765367E-1,9.801001549E0,9.802691159E0
8.354478863E0,-1.387837082E-1,-1.363908947E-1,9.836894035E0,9.838818408E0
8.356864644E0,-1.459621787E-1,-1.363908947E-1,9.896714211E0,9.898730201E0
8.359250426E0,-1.148554832E-1,-1.339980662E-1,9.951749802E0,9.953314593E0
8.361636155E0,-7.896314561E-2,-1.531406492E-1,9.970891953E0,9.972380537E0
8.364021936E0,-8.853443712E-2,-1.770688742E-1,9.994820595E0,9.996781005E0
8.366407717E0,-9.810572863E-2,-1.531406492E-1,9.958928108E0,9.960588630E0
8.368793499E0,-1.004985496E-1,-1.435693651E-1,9.915857315E0,9.917405831E0
8.371179228E0,-1.052841991E-1,-1.387837082E-1,9.851250648E0,9.852790722E0
8.373565009E0,-1.004985496E-1,-1.268195957E-1,9.801001549E0,9.802337197E0
8.375950790E0,-9.332008660E-2,-1.339980662E-1,9.772287369E0,9.773651546E0
8.378336572E0,-8.135596663E-2,-1.531406492E-1,9.772287369E0,9.773825826E0
8.380722301E0,-9.571290761E-2,-1.674975902E-1,9.798608780E0,9.800507662E0
8.383108082E0,-8.135596663E-2,-1.603191197E-1,9.808179855E0,9.809827373E0
8.385493863E0,-8.853443712E-2,-1.698904037E-1,9.836894035E0,9.838759340E0
8.387879644E0,-1.004985496E-1,-1.674975902E-1,9.879964828E0,9.881895588E0
8.390265374E0,-1.004985496E-1,-1.579262912E-1,9.903892517E0,9.905661394E0
8.392651155E0,-1.004985496E-1,-1.698904037E-1,9.913464546E0,9.915429492E0
8.395036936E0,-1.028913707E-1,-1.770688742E-1,9.918250084E0,9.920364144E0
8.397422717E0,-1.220339537E-1,-1.722832322E-1,9.889535904E0,9.891789231E0
8.399808447E0,-1.148554832E-1,-1.411765367E-1,9.882357597E0,9.884033300E0
8.402194228E0,-1.148554832E-1,-1.316052526E-1,9.865608215E0,9.867154462E0
8.404580009E0,-1.076770201E-1,-1.268195957E-1,9.851250648E0,9.852655322E0
8.406965790E0,-9.332008660E-2,-1.268195957E-1,9.846465111E0,9.847723952E0
8.409351519E0,-8.853443712E-2,-1.052841991E-1,9.846465111E0,9.847425973E0
8.411737301E0,-7.417750359E-2,-1.244267747E-1,9.856036186E0,9.857100670E0
8.414123082E0,-6.939185411E-2,-1.531406492E-1,9.870393753E0,9.871825572E0
8.416508811E0,-7.417750359E-2,-1.363908947E-1,9.887143135E0,9.888362056E0
8.418894592E0,-8.135596663E-2,-1.028913707E-1,9.884750366E0,9.885620629E0
8.421280374E0,-1.076770201E-1,-1.052841991E-1,9.887143135E0,9.888289967E0
8.423666155E0,-1.124626622E-1,-9.571290761E-2,9.875179291E0,9.876283453E0
8.426051936E0,-1.124626622E-1,-1.172483116E-1,9.858428955E0,9.859767567E0
8.428437665E0,-8.614161611E-2,-1.316052526E-1,9.865608215E0,9.866862003E0
8.430823447E0,-8.374879509E-2,-1.196411327E-1,9.853643417E0,9.854725590E0
8.433209228E0,-9.092725813E-2,-9.810572863E-2,9.846465111E0,9.847373644E0
8.435595009E0,-8.374879509E-2,-1.052841991E-1,9.846465111E0,9.847384110E0
8.437980738E0,-1.028913707E-1,-1.076770201E-1,9.868000984E0,9.869124804E0
8.440366519E0,-1.124626622E-1,-9.810572863E-2,9.887143135E0,9.888269412E0
8.442752301E0,-1.004985496E-1,-9.810572863E-2,9.872786522E0,9.873785414E0
8.445138082E0,-6.699903309E-2,-1.004985496E-1,9.858428955E0,9.859168844E0
8.447523811E0,-7.178468257E-2,-1.172483116E-1,9.839286804E0,9.840247203E0
8.449909592E0,-9.571290761E-2,-1.411765367E-1,9.836894035E0,9.838372632E0
8.452295374E0,-1.052841991E-1,-1.339980662E-1,9.836894035E0,9.838370013E0
8.454681155E0,-1.100698411E-1,-1.148554832E-1,9.829715729E0,9.831002922E0
8.457066884E0,-8.614161611E-2,-9.810572863E-2,9.827322960E0,9.828190152E0
8.459452665E0,-1.028913707E-1,-1.004985496E-1,9.839286804E0,9.840337972E0
8.461838447E0,-9.571290761E-2,-1.052841991E-1,9.863214493E0,9.864240764E0
8.464224228E0,-8.374879509E-2,-1.172483116E-1,9.879964828E0,9.881015436E0
8.466609957E0,-1.172483116E-1,-1.100698411E-1,9.903892517E0,9.905198106E0
8.468995738E0,-1.148554832E-1,-1.220339537E-1,9.918250084E0,9.919665760E0
8.471381519E0,-1.316052526E-1,-1.172483116E-1,9.887143135E0,9.888714097E0
8.473767301E0,-1.148554832E-1,-1.196411327E-1,9.882357597E0,9.883749160E0
8.476153030E0,-7.417750359E-2,-1.196411327E-1,9.889535904E0,9.890537736E0
8.478538811E0,-7.178468257E-2,-1.124626622E-1,9.882357597E0,9.883258196E0
8.480924592E0,-6.699903309E-2,-1.004985496E-1,9.870393753E0,9.871132745E0
8.483310374E0,-9.092725813E-2,-1.028913707E-1,9.853643417E0,9.854600093E0
8.485696103E0,-8.614161611E-2,-8.614161611E-2,9.846465111E0,9.847218690E0
8.488081884E0,-8.853443712E-2,-1.196411327E-1,9.856036186E0,9.857159918E0
8.490467665E0,-7.657032460E-2,-1.316052526E-1,9.853643417E0,9.854819712E0
8.492853447E0,-6.221338734E-2,-1.411765367E-1,9.853643417E0,9.854851085E0
8.495239176E0,-5.982056633E-2,-1.674975902E-1,9.863214493E0,9.864817995E0
8.497624957E0,-8.853443712E-2,-1.794617027E-1,9.894321442E0,9.896344863E0
8.500010738E0,-1.028913707E-1,-1.627119333E-1,9.930213928E0,9.932079866E0
8.502396519E0,-1.004985496E-1,-1.794617027E-1,9.956535339E0,9.958659670E0
8.504782249E0,-1.124626622E-1,-1.483550072E-1,9.961320877E0,9.963060307E0
8.507168030E0,-1.124626622E-1,-1.339980662E-1,9.944570541E0,9.946109118E0
8.509553811E0,-9.332008660E-2,-1.339980662E-1,9.937392235E0,9.938733750E0
8.511939592E0,-8.614161611E-2,-1.339980662E-1,9.911071777E0,9.912351872E0
8.514325322E0,-9.332008660E-2,-1.124626622E-1,9.901499748E0,9.902578137E0
8.516711103E0,-1.004985496E-1,-1.220339537E-1,9.891928673E0,9.893191857E0
8.519096884E0,-1.052841991E-1,-1.339980662E-1,9.879964828E0,9.881434372E0
8.521482665E0,-1.268195957E-1,-1.244267747E-1,9.870393753E0,9.871992609E0
8.523868394E0,-1.292124242E-1,-1.244267747E-1,9.870393753E0,9.872023638E0
8.526254176E0,-1.316052526E-1,-1.387837082E-1,9.846465111E0,9.848322499E0
8.528639957E0,-1.124626622E-1,-1.459621787E-1,9.827322960E0,9.829050278E0
8.531025738E0,-1.172483116E-1,-1.316052526E-1,9.822537422E0,9.824118715E0
8.533411467E0,-1.387837082E-1,-1.244267747E-1,9.820143700E0,9.821912503E0
8.535797249E0,-1.052841991E-1,-1.411765367E-1,9.832108498E0,9.833685631E0
8.538183030E0,-7.657032460E-2,-1.435693651E-1,9.882357597E0,9.883697024E0
8.540568811E0,-8.135596663E-2,-1.316052526E-1,9.932606697E0,9.933811682E0
8.542954540E0,-7.896314561E-2,-1.555334777E-1,9.963713646E0,9.965240361E0
8.545340322E0,-8.614161611E-2,-1.579262912E-1,9.990034103E0,9.991653641E0
8.547726103E0,-8.135596663E-2,-1.483550072E-1,9.999606133E0,1.000103749E1
8.550111884E0,-8.374879509E-2,-1.339980662E-1,9.944570541E0,9.945825888E0
8.552497613E0,-8.853443712E-2,-1.339980662E-1,9.908679008E0,9.909980501E0
8.554883394E0,-8.853443712E-2,-1.292124242E-1,9.882357597E0,9.883598832E0
8.557269176E0,-1.004985496E-1,-1.244267747E-1,9.839286804E0,9.840586710E0
8.559654957E0,-6.460621208E-2,-1.124626622E-1,9.839286804E0,9.840141596E0
8.562040686E0,-4.307080805E-2,-1.268195957E-1,9.812965393E0,9.813879361E0
8.564426467E0,-6.939185411E-2,-1.244267747E-1,9.810572624E0,9.811607028E0
8.566812249E0,-5.024927482E-2,-1.483550072E-1,9.801001549E0,9.802253086E0
8.569197978E0,-6.939185411E-2,-1.603191197E-1,9.810572624E0,9.812127836E0
8.571583759E0,-9.092725813E-2,-1.459621787E-1,9.865608215E0,9.867106880E0
8.573969540E0,-7.657032460E-2,-1.507478207E-1,9.899106979E0,9.900550839E0
8.576355322E0,-6.699903309E-2,-1.531406492E-1,9.939785004E0,9.941190414E0
8.578741103E0,-7.178468257E-2,-1.483550072E-1,9.937392235E0,9.938758810E0
8.581126832E0,-7.178468257E-2,-1.483550072E-1,9.920642853E0,9.922011735E0
8.583512613E0,-1.004985496E-1,-1.555334777E-1,9.906285286E0,9.908015886E0
8.585898394E0,-9.092725813E-2,-1.316052526E-1,9.851250648E0,9.852549266E0
