"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.850826850E1,-1.148554832E-1,-1.100698411E-1,9.827322960E0,9.828610467E0
1.851065423E1,-8.374879509E-2,-1.028913707E-1,9.856036186E0,9.856929025E0
1.851303996E1,-5.503492057E-2,-1.100698411E-1,9.927821159E0,9.928583846E0
1.851542574E1,-5.024927482E-2,-9.092725813E-2,9.961320877E0,9.961862596E0
1.851781147E1,-1.028913707E-1,-8.135596663E-2,9.946963310E0,9.947828131E0
1.852019720E1,-1.004985496E-1,-8.135596663E-2,9.911071777E0,9.911915180E0
1.852258298E1,-7.417750359E-2,-7.896314561E-2,9.901499748E0,9.902092443E0
1.852496871E1,-5.264209956E-2,-4.785645381E-2,9.911071777E0,9.911327116E0
1.852735444E1,-1.004985496E-1,-7.178468257E-2,9.899106979E0,9.899877372E0
1.852974022E1,-1.411765367E-1,-9.092725813E-2,9.915857315E0,9.917279106E0
1.853212595E1,-8.614161611E-2,-8.135596663E-2,9.951749802E0,9.952455139E0
1.853451168E1,-5.264209956E-2,-1.076770201E-1,9.958928108E0,9.959649321E0
1.853689746E1,-1.124626622E-1,-1.076770201E-1,9.939785004E0,9.941004381E0
1.853928319E1,-1.244267747E-1,-9.810572863E-2,9.901499748E0,9.902767493E0
1.854166892E1,-1.244267747E-1,-9.810572863E-2,9.870393753E0,9.871665493E0
1.854405470E1,-6.699903309E-2,-9.810572863E-2,9.829715729E0,9.830433608E0
1.854644043E1,-5.982056633E-2,-9.092725813E-2,9.793823242E0,9.794428006E0
1.854882616E1,-1.100698411E-1,-9.092725813E-2,9.762716293E0,9.763760165E0
1.855121194E1,-1.076770201E-1,-1.268195957E-1,9.760323524E0,9.761741282E0
1.855359766E1,-5.503492057E-2,-1.268195957E-1,9.801001549E0,9.801976505E0
1.855598345E1,-6.699903309E-2,-8.853443712E-2,9.865608215E0,9.866232953E0
1.855836918E1,-7.178468257E-2,-8.614161611E-2,9.906285286E0,9.906919884E0
1.856075490E1,-1.244267747E-1,-1.220339537E-1,9.911071777E0,9.912604001E0
1.856314069E1,-1.052841991E-1,-1.268195957E-1,9.925428391E0,9.926796901E0
1.856552642E1,-7.178468257E-2,-1.220339537E-1,9.934999466E0,9.936008238E0
1.856791214E1,-8.374879509E-2,-9.332008660E-2,9.961320877E0,9.962110023E0
1.857029793E1,-9.092725813E-2,-8.374879509E-2,9.958928108E0,9.959695311E0
1.857268366E1,-1.268195957E-1,-1.124626622E-1,9.958928108E0,9.960370481E0
1.857506938E1,-1.100698411E-1,-1.076770201E-1,9.956535339E0,9.957725929E0
1.857745516E1,-4.785645381E-2,-9.332008660E-2,9.944570541E0,9.945123535E0
1.857984089E1,-9.571290761E-2,-1.124626622E-1,9.927821159E0,9.928919467E0
1.858222662E1,-1.698904037E-1,-1.172483116E-1,9.889535904E0,9.891689962E0
1.858461240E1,-1.339980662E-1,-1.052841991E-1,9.896714211E0,9.898181268E0
1.858699813E1,-8.374879509E-2,-1.339980662E-1,9.896714211E0,9.897975627E0
1.858938386E1,-6.699903309E-2,-1.579262912E-1,9.899106979E0,9.900593344E0
1.859176964E1,-8.853443712E-2,-1.220339537E-1,9.877572060E0,9.878722611E0
1.859415537E1,-7.896314561E-2,-1.100698411E-1,9.858428955E0,9.859359615E0
1.859654110E1,-5.982056633E-2,-1.292124242E-1,9.810572624E0,9.811605861E0
1.859892688E1,-4.785645381E-2,-1.124626622E-1,9.757930756E0,9.758696159E0
1.860131261E1,-5.503492057E-2,-8.614161611E-2,9.750752449E0,9.751288250E0
1.860369834E1,-6.939185411E-2,-1.124626622E-1,9.743574142E0,9.744470234E0
1.860608412E1,-5.024927482E-2,-1.220339537E-1,9.801001549E0,9.801890054E0
1.860846985E1,-6.939185411E-2,-1.124626622E-1,9.911071777E0,9.911952727E0
1.861085558E1,-5.982056633E-2,-1.172483116E-1,9.963713646E0,9.964583046E0
1.861324136E1,-4.067798331E-2,-1.507478207E-1,9.982855797E0,9.984076796E0
1.861562709E1,-6.939185411E-2,-1.651047617E-1,9.970891953E0,9.972500245E0
1.861801282E1,-9.571290761E-2,-1.028913707E-1,9.930213928E0,9.931208197E0
1.862039860E1,-1.148554832E-1,-5.264209956E-2,9.877572060E0,9.878380068E0
1.862278433E1,-1.244267747E-1,-5.982056633E-2,9.853643417E0,9.854610551E0
1.862517011E1,-1.148554832E-1,-7.417750359E-2,9.882357597E0,9.883303383E0
1.862755584E1,-8.374879509E-2,-9.092725813E-2,9.937392235E0,9.938161100E0
1.862994157E1,-9.810572863E-2,-1.052841991E-1,9.990034103E0,9.991070557E0
1.863232735E1,-1.172483116E-1,-1.387837082E-1,9.990034103E0,9.991686017E0
1.863471308E1,-1.531406492E-1,-1.651047617E-1,9.975677490E0,9.978218931E0
1.863709881E1,-1.363908947E-1,-1.531406492E-1,9.949356079E0,9.951469285E0
1.863948459E1,-1.148554832E-1,-1.627119333E-1,9.884750366E0,9.886756635E0
1.864187032E1,-1.411765367E-1,-1.435693651E-1,9.815358162E0,9.817423227E0
1.864425605E1,-1.220339537E-1,-1.004985496E-1,9.789037704E0,9.790314164E0
1.864664183E1,-1.220339537E-1,-1.316052526E-1,9.767501831E0,9.769150641E0
1.864902756E1,-9.092725813E-2,-1.316052526E-1,9.789037704E0,9.790344575E0
1.865141329E1,-6.221338734E-2,-1.292124242E-1,9.793823242E0,9.794873152E0
1.865379907E1,-8.853443712E-2,-1.531406492E-1,9.798608780E0,9.800205326E0
1.865618480E1,-9.810572863E-2,-1.627119333E-1,9.829715729E0,9.831551821E0
1.865857053E1,-1.244267747E-1,-1.220339537E-1,9.872786522E0,9.874324687E0
1.866095631E1,-8.135596663E-2,-1.076770201E-1,9.903892517E0,9.904811968E0
1.866334204E1,-7.657032460E-2,-1.220339537E-1,9.913464546E0,9.914511315E0
1.866572782E1,-8.374879509E-2,-1.555334777E-1,9.899106979E0,9.900682982E0
1.866811355E1,-3.110669367E-2,-1.531406492E-1,9.894321442E0,9.895555390E0
1.867049928E1,-4.067798331E-2,-1.531406492E-1,9.858428955E0,9.859702238E0
1.867288501E1,-7.417750359E-2,-1.627119333E-1,9.822537422E0,9.824165048E0
1.867527079E1,-1.244267747E-1,-1.603191197E-1,9.801001549E0,9.803102346E0
1.867765652E1,-1.603191197E-1,-1.459621787E-1,9.805787086E0,9.808183704E0
1.868004230E1,-1.244267747E-1,-1.579262912E-1,9.827322960E0,9.829379395E0
1.868242803E1,-1.076770201E-1,-1.651047617E-1,9.870393753E0,9.872361762E0
1.868481376E1,-9.092725813E-2,-1.603191197E-1,9.927821159E0,9.929531860E0
1.868719954E1,-8.135596663E-2,-1.507478207E-1,9.944570541E0,9.946045795E0
1.868958527E1,-1.028913707E-1,-1.603191197E-1,9.961320877E0,9.963142199E0
1.869197100E1,-1.124626622E-1,-1.435693651E-1,9.932606697E0,9.934280840E0
1.869435678E1,-1.531406492E-1,-1.339980662E-1,9.875179291E0,9.877275615E0
1.869674251E1,-1.507478207E-1,-1.411765367E-1,9.810572624E0,9.812746350E0
1.869912824E1,-1.028913707E-1,-1.244267747E-1,9.777072906E0,9.778405968E0
1.870151402E1,-9.332008660E-2,-9.810572863E-2,9.750752449E0,9.751692504E0
1.870389975E1,-9.571290761E-2,-8.614161611E-2,9.762716293E0,9.763565474E0
1.870628548E1,-1.076770201E-1,-8.374879509E-2,9.784252167E0,9.785203047E0
1.870867126E1,-1.052841991E-1,-1.268195957E-1,9.801001549E0,9.802387430E0
1.871105699E1,-7.896314561E-2,-1.531406492E-1,9.836894035E0,9.838402894E0
1.871344272E1,-7.417750359E-2,-1.794617027E-1,9.856036186E0,9.857948981E0
1.871582850E1,-5.264209956E-2,-2.129612118E-1,9.872786522E0,9.875223409E0
1.871821423E1,-8.374879509E-2,-1.938186288E-1,9.913464546E0,9.915712724E0
1.872059996E1,-9.092725813E-2,-1.579262912E-1,9.930213928E0,9.931885880E0
1.872298574E1,-1.004985496E-1,-1.603191197E-1,9.946963310E0,9.948762801E0
1.872537147E1,-1.100698411E-1,-1.579262912E-1,9.932606697E0,9.934471898E0
1.872775720E1,-1.100698411E-1,-1.531406492E-1,9.908679008E0,9.910473607E0
1.873014298E1,-4.546362907E-2,-1.339980662E-1,9.884750366E0,9.885763108E0
1.873252871E1,-5.742774159E-2,-1.268195957E-1,9.884750366E0,9.885730674E0
1.873491444E1,-9.810572863E-2,-1.411765367E-1,9.894321442E0,9.895814890E0
1.873730022E1,-1.531406492E-1,-1.196411327E-1,9.908679008E0,9.910584531E0
1.873968595E1,-1.220339537E-1,-1.507478207E-1,9.903892517E0,9.905791446E0
1.874207168E1,-1.220339537E-1,-1.627119333E-1,9.894321442E0,9.896411686E0
1.874445746E1,-1.268195957E-1,-1.579262912E-1,9.870393753E0,9.872471664E0
1.874684319E1,-1.028913707E-1,-1.579262912E-1,9.853643417E0,9.855446004E0
1.874922897E1,-1.028913707E-1,-1.483550072E-1,9.820143700E0,9.821803201E0
1.875161470E1,-8.374879509E-2,-1.531406492E-1,9.796216011E0,9.797770872E0
1.875400043E1,-9.332008660E-2,-1.722832322E-1,9.798608780E0,9.800567543E0
1.875638621E1,-1.172483116E-1,-1.674975902E-1,9.832108498E0,9.834234089E0
1.875877194E1,-1.483550072E-1,-1.627119333E-1,9.853643417E0,9.856103336E0
1.876115767E1,-1.100698411E-1,-1.531406492E-1,9.884750366E0,9.886549309E0
1.876354345E1,-5.982056633E-2,-1.794617027E-1,9.932606697E0,9.934407924E0
1.876592918E1,-6.460621208E-2,-1.986042857E-1,9.982855797E0,9.985040184E0
1.876831490E1,-7.657032460E-2,-1.962114573E-1,9.975677490E0,9.977900748E0
1.877070069E1,-5.982056633E-2,-1.890329868E-1,1.000678444E1,1.000874851E1
1.877308642E1,-6.460621208E-2,-1.914258152E-1,1.001156998E1,1.001360830E1
1.877547214E1,-7.178468257E-2,-1.794617027E-1,9.992427826E0,9.994297044E0
1.877785793E1,-6.939185411E-2,-1.387837082E-1,9.968499184E0,9.969706722E0
1.878024366E1,-3.349951655E-2,-1.124626622E-1,9.956535339E0,9.957226824E0
1.878262938E1,-1.914258115E-2,-1.292124242E-1,9.951749802E0,9.952607015E0
1.878501516E1,-3.110669367E-2,-1.316052526E-1,9.951749802E0,9.952668571E0
1.878740089E1,-6.221338734E-2,-1.148554832E-1,9.930213928E0,9.931073001E0
1.878978662E1,-6.460621208E-2,-1.363908947E-1,9.884750366E0,9.885902399E0
1.879217241E1,-7.178468257E-2,-1.363908947E-1,9.863214493E0,9.864418668E0
1.879455813E1,-4.067798331E-2,-1.459621787E-1,9.856036186E0,9.857200868E0
1.879694386E1,-7.896314561E-2,-1.483550072E-1,9.856036186E0,9.857468929E0
1.879932964E1,-1.268195957E-1,-1.387837082E-1,9.836894035E0,9.838690380E0
1.880171537E1,-1.363908947E-1,-1.220339537E-1,9.853643417E0,9.855342884E0
1.880410110E1,-1.148554832E-1,-1.387837082E-1,9.899106979E0,9.900746017E0
1.880648688E1,-7.178468257E-2,-1.627119333E-1,9.934999466E0,9.936591096E0
1.880887261E1,-1.387837082E-1,-1.674975902E-1,9.990034103E0,9.992402001E0
1.881125834E1,-1.579262912E-1,-1.435693651E-1,1.000917721E1,1.001145250E1
1.881364412E1,-1.244267747E-1,-1.076770201E-1,1.002114105E1,1.002249192E1
1.881602985E1,-7.896314561E-2,-1.268195957E-1,9.992427826E0,9.993544529E0
1.881841563E1,-6.699903309E-2,-1.316052526E-1,9.951749802E0,9.952845469E0
1.882080136E1,-1.220339537E-1,-1.028913707E-1,9.913464546E0,9.914749529E0
1.882318709E1,-1.507478207E-1,-1.052841991E-1,9.896714211E0,9.898422189E0
1.882557282E1,-1.052841991E-1,-1.459621787E-1,9.887143135E0,9.888780971E0
1.882795860E1,-4.785645381E-2,-1.292124242E-1,9.901499748E0,9.902458450E0
1.883034433E1,-6.699903309E-2,-1.124626622E-1,9.978070259E0,9.978928941E0
1.883273011E1,-6.939185411E-2,-1.292124242E-1,1.001874828E1,1.001982177E1
1.883511584E1,-8.614161611E-2,-1.316052526E-1,1.003549862E1,1.003673118E1
1.883750157E1,-7.657032460E-2,-1.196411327E-1,1.006899738E1,1.006999927E1
1.883988735E1,-8.853443712E-2,-1.100698411E-1,1.006421185E1,1.006520312E1
1.884227308E1,-1.052841991E-1,-1.004985496E-1,1.003071213E1,1.003176806E1
1.884465881E1,-6.939185411E-2,-9.092725813E-2,9.956535339E0,9.957192323E0
1.884704459E1,-3.110669367E-2,-1.316052526E-1,9.848857880E0,9.849786247E0
1.884943032E1,-1.914258115E-2,-1.268195957E-1,9.772287369E0,9.773128980E0
1.885181605E1,-7.178468257E-2,-1.292124242E-1,9.700503349E0,9.701629457E0
1.885420183E1,-1.363908947E-1,-1.435693651E-1,9.674181938E0,9.676208494E0
1.885658756E1,-1.148554832E-1,-1.172483116E-1,9.712467194E0,9.713853918E0
1.885897329E1,-9.571290761E-2,-1.100698411E-1,9.803394318E0,9.804479409E0
1.886135907E1,-1.076770201E-1,-1.196411327E-1,9.882357597E0,9.883668349E0
1.886374480E1,-9.092725813E-2,-1.028913707E-1,9.949356079E0,9.950303553E0
1.886613053E1,-4.067798331E-2,-1.076770201E-1,9.990034103E0,9.990697194E0
1.886851631E1,-4.307080805E-2,-1.411765367E-1,9.994820595E0,9.995910395E0
1.887090204E1,-9.810572863E-2,-1.363908947E-1,9.958928108E0,9.960345189E0
1.887328777E1,-1.579262912E-1,-1.028913707E-1,9.896714211E0,9.898508954E0
1.887567355E1,-1.339980662E-1,-9.571290761E-2,9.879964828E0,9.881337028E0
1.887805928E1,-9.571290761E-2,-8.135596663E-2,9.877572060E0,9.878370794E0
1.888044501E1,-5.024927482E-2,-7.657032460E-2,9.829715729E0,9.830142385E0
1.888283079E1,-7.417750359E-2,-6.221338734E-2,9.832108498E0,9.832585129E0
1.888521652E1,-1.052841991E-1,-5.264209956E-2,9.829715729E0,9.830420503E0
1.888760225E1,-1.004985496E-1,-1.004985496E-1,9.839286804E0,9.840313244E0
1.888998803E1,-1.052841991E-1,-1.292124242E-1,9.851250648E0,9.852660552E0
1.889237376E1,-1.172483116E-1,-1.172483116E-1,9.858428955E0,9.859823315E0
1.889475949E1,-1.220339537E-1,-1.148554832E-1,9.851250648E0,9.852675952E0
1.889714527E1,-7.657032460E-2,-1.220339537E-1,9.846465111E0,9.847519001E0
1.889953100E1,-3.828516230E-2,-9.092725813E-2,9.834501266E0,9.834996120E0
1.890191678E1,-9.092725813E-2,-7.417750359E-2,9.789037704E0,9.789741020E0
1.890430251E1,-1.435693651E-1,-6.699903309E-2,9.741181374E0,9.742469686E0
1.890668824E1,-1.435693651E-1,-5.982056633E-2,9.731609344E0,9.732852156E0
1.890907397E1,-1.244267747E-1,-6.460621208E-2,9.719645500E0,9.720656595E0
1.891145975E1,-1.220339537E-1,-8.853443712E-2,9.753145218E0,9.754310446E0
1.891384548E1,-1.292124242E-1,-9.571290761E-2,9.772287369E0,9.773610245E0
1.891623126E1,-1.172483116E-1,-1.028913707E-1,9.822537422E0,9.823776016E0
1.891861699E1,-8.614161611E-2,-1.124626622E-1,9.851250648E0,9.852269158E0
1.892100272E1,-9.092725813E-2,-1.004985496E-1,9.870393753E0,9.871324155E0
1.892338850E1,-1.268195957E-1,-9.092725813E-2,9.877572060E0,9.878804622E0
1.892577423E1,-1.411765367E-1,-8.374879509E-2,9.870393753E0,9.871758583E0
1.892815996E1,-1.292124242E-1,-1.004985496E-1,9.841679573E0,9.843040822E0
1.893054574E1,-8.853443712E-2,-1.244267747E-1,9.824930191E0,9.826116915E0
1.893293147E1,-5.024927482E-2,-1.196411327E-1,9.836894035E0,9.837749908E0
1.893531720E1,-9.332008660E-2,-1.459621787E-1,9.848857880E0,9.850381471E0
1.893770298E1,-1.459621787E-1,-1.435693651E-1,9.870393753E0,9.872516901E0
1.894008871E1,-1.531406492E-1,-1.483550072E-1,9.896714211E0,9.899010730E0
1.894247444E1,-1.268195957E-1,-1.651047617E-1,9.908679008E0,9.910865880E0
1.894486022E1,-1.100698411E-1,-1.507478207E-1,9.877572060E0,9.879335507E0
1.894724595E1,-1.028913707E-1,-1.148554832E-1,9.824930191E0,9.826140223E0
1.894963168E1,-9.571290761E-2,-1.148554832E-1,9.812965393E0,9.814104266E0
1.895201746E1,-8.614161611E-2,-1.651047617E-1,9.786644936E0,9.788416576E0
1.895440319E1,-1.028913707E-1,-1.507478207E-1,9.769894600E0,9.771599257E0
1.895678892E1,-1.076770201E-1,-1.268195957E-1,9.745966911E0,9.747386757E0
1.895917470E1,-9.571290761E-2,-1.268195957E-1,9.757930756E0,9.759224191E0
1.896156043E1,-8.614161611E-2,-1.531406492E-1,9.777072906E0,9.778651597E0
1.896394616E1,-7.178468257E-2,-9.571290761E-2,9.789037704E0,9.789768801E0
1.896633194E1,-8.374879509E-2,-5.982056633E-2,9.820143700E0,9.820683003E0
1.896871766E1,-4.067798331E-2,-9.810572863E-2,9.844072342E0,9.844645230E0
1.897110339E1,-4.067798331E-2,-1.076770201E-1,9.882357597E0,9.883027913E0
1.897348918E1,-7.657032460E-2,-1.363908947E-1,9.915857315E0,9.917090893E0
1.897587490E1,-5.742774159E-2,-1.579262912E-1,9.946963310E0,9.948382670E0
1.897826063E1,-7.657032460E-2,-1.507478207E-1,9.954142570E0,9.955578448E0
1.898064642E1,-6.460621208E-2,-1.435693651E-1,9.966106415E0,9.967349858E0
1.898303214E1,-5.503492057E-2,-1.292124242E-1,9.958928108E0,9.959918361E0
1.898541793E1,-9.092725813E-2,-1.172483116E-1,9.966106415E0,9.967210844E0
1.898780366E1,-1.076770201E-1,-9.092725813E-2,9.973284721E0,9.974280437E0
1.899018938E1,-9.332008660E-2,-1.052841991E-1,9.961320877E0,9.962314340E0
1.899257516E1,-7.178468257E-2,-1.459621787E-1,9.975677490E0,9.977003527E0
1.899496089E1,-1.028913707E-1,-1.555334777E-1,9.973284721E0,9.975028092E0
1.899734662E1,-9.571290761E-2,-1.244267747E-1,9.937392235E0,9.938632069E0
1.899973235E1,-8.135596663E-2,-1.387837082E-1,9.903892517E0,9.905198973E0
1.900211813E1,-8.135596663E-2,-1.411765367E-1,9.875179291E0,9.876523459E0
1.900450386E1,-1.148554832E-1,-1.100698411E-1,9.822537422E0,9.823825556E0
1.900688964E1,-1.363908947E-1,-9.092725813E-2,9.803394318E0,9.804764678E0
1.900927537E1,-1.555334777E-1,-6.939185411E-2,9.805787086E0,9.807265994E0
1.901166110E1,-7.657032460E-2,-7.417750359E-2,9.808179855E0,9.808759218E0
1.901404688E1,-8.135596663E-2,-8.614161611E-2,9.836894035E0,9.837607607E0
1.901643261E1,-8.135596663E-2,-7.178468257E-2,9.863214493E0,9.863811229E0
1.901881834E1,-6.939185411E-2,-7.178468257E-2,9.903892517E0,9.904395754E0
1.902120412E1,-5.503492057E-2,-9.810572863E-2,9.970891953E0,9.971526458E0
1.902358985E1,-5.503492057E-2,-1.172483116E-1,9.980463028E0,9.981303435E0
1.902597558E1,-1.052841991E-1,-1.411765367E-1,9.970891953E0,9.972447137E0
1.902836136E1,-1.507478207E-1,-1.387837082E-1,9.961320877E0,9.963428097E0
1.903074709E1,-1.052841991E-1,-1.531406492E-1,9.973284721E0,9.975016038E0
1.903313282E1,7.178467698E-3,-1.603191197E-1,9.954142570E0,9.955436106E0
1.903551860E1,9.571290575E-3,-1.339980662E-1,1.000917721E1,1.001007869E1
1.903790433E1,-4.546362907E-2,-1.220339537E-1,1.000917721E1,1.001002436E1
1.904029006E1,-1.028913707E-1,-1.100698411E-1,9.987641335E0,9.988777775E0
1.904267584E1,-1.052841991E-1,-1.124626622E-1,9.970891953E0,9.972081976E0
1.904506157E1,-6.939185411E-2,-1.531406492E-1,9.946963310E0,9.948384109E0
1.904744730E1,-1.052841991E-1,-1.842473447E-1,9.918250084E0,9.920519975E0
1.904983308E1,-8.135596663E-2,-1.435693651E-1,9.896714211E0,9.898089872E0
1.905221881E1,-6.460621208E-2,-1.220339537E-1,9.887143135E0,9.888107282E0
1.905460454E1,-7.896314561E-2,-1.292124242E-1,9.875179291E0,9.876340266E0
1.905699032E1,-8.853443712E-2,-7.657032460E-2,9.832108498E0,9.832805239E0
1.905937605E1,-1.196411327E-1,-7.657032460E-2,9.767501831E0,9.768534641E0
1.906176178E1,-1.124626622E-1,-1.148554832E-1,9.755537987E0,9.756862254E0
1.906414756E1,-7.896314561E-2,-1.244267747E-1,9.781859398E0,9.782969410E0
1.906653329E1,-9.332008660E-2,-1.196411327E-1,9.868000984E0,9.869167445E0
1.906891902E1,-9.810572863E-2,-1.100698411E-1,9.968499184E0,9.969589564E0
1.907130480E1,-7.657032460E-2,-1.052841991E-1,1.003789139E1,1.003873554E1
1.907369053E1,-4.785645287E-3,-1.220339537E-1,1.007139015E1,1.007213060E1
1.907607626E1,-3.589234129E-2,-1.435693651E-1,1.006660461E1,1.006769233E1
1.907846204E1,-7.417750359E-2,-1.244267747E-1,9.963713646E0,9.964766628E0
1.908084777E1,-9.332008660E-2,-1.124626622E-1,9.927821159E0,9.928896689E0
1.908323350E1,-6.460621208E-2,-1.196411327E-1,9.882357597E0,9.883292956E0
1.908561928E1,-2.871387079E-2,-1.507478207E-1,9.889535904E0,9.890726454E0
1.908800501E1,-3.589234129E-2,-1.387837082E-1,9.901499748E0,9.902537374E0
1.909039074E1,-3.349951655E-2,-1.100698411E-1,9.899106979E0,9.899775582E0
1.909277652E1,-5.503492057E-2,-1.507478207E-1,9.920642853E0,9.921940756E0
1.909516225E1,-5.024927482E-2,-1.722832322E-1,9.937392235E0,9.939012573E0
1.909754798E1,-5.264209956E-2,-1.411765367E-1,9.913464546E0,9.914609489E0
1.909993376E1,-9.571290761E-2,-1.076770201E-1,9.896714211E0,9.897762751E0
1.910231949E1,-1.100698411E-1,-1.220339537E-1,9.875179291E0,9.876546648E0
1.910470527E1,-8.614161611E-2,-1.435693651E-1,9.848857880E0,9.850280913E0
1.910709100E1,-9.332008660E-2,-1.244267747E-1,9.817750931E0,9.818982839E0
1.910947673E1,-1.052841991E-1,-1.435693651E-1,9.808179855E0,9.809795564E0
1.911186829E1,-6.221338734E-2,-1.651047617E-1,9.803394318E0,9.804981909E0
1.911424824E1,-5.982056633E-2,-1.483550072E-1,9.827322960E0,9.828624739E0
1.911663397E1,-8.853443712E-2,-1.411765367E-1,9.839286804E0,9.840697840E0
1.911901970E1,-1.292124242E-1,-1.387837082E-1,9.848857880E0,9.850683139E0
1.912140548E1,-1.172483116E-1,-1.651047617E-1,9.875179291E0,9.877255326E0
1.912379121E1,-8.614161611E-2,-1.555334777E-1,9.891928673E0,9.893526364E0
1.912617694E1,-1.196411345E-2,-1.579262912E-1,9.937392235E0,9.938654249E0
1.912856272E1,-2.871387079E-2,-1.674975902E-1,9.985248566E0,9.986694591E0
1.913094845E1,-7.896314561E-2,-1.483550072E-1,9.992427826E0,9.993841015E0
1.913333423E1,-5.503492057E-2,-1.411765367E-1,9.951749802E0,9.952903284E0
1.913571996E1,-5.742774159E-2,-1.746760458E-1,9.954142570E0,9.955840697E0
1.913810569E1,-3.110669367E-2,-1.962114573E-1,9.949356079E0,9.951339254E0
1.914049147E1,-5.742774159E-2,-1.651047617E-1,9.918250084E0,9.919790434E0
1.914287720E1,-8.614161611E-2,-1.603191197E-1,9.906285286E0,9.907956942E0
1.914526293E1,-6.939185411E-2,-2.129612118E-1,9.879964828E0,9.882503363E0
1.914764871E1,-2.632104978E-2,-1.770688742E-1,9.894321442E0,9.895940732E0
1.915003444E1,2.153540403E-2,-1.363908947E-1,9.884750366E0,9.885714747E0
1.915242017E1,-1.674975827E-2,-1.579262912E-1,9.848857880E0,9.850138212E0
1.915480595E1,-4.785645381E-2,-1.387837082E-1,9.801001549E0,9.802100924E0
1.915719168E1,-6.460621208E-2,-1.292124242E-1,9.769894600E0,9.770962609E0
1.915957740E1,-8.374879509E-2,-1.459621787E-1,9.760323524E0,9.761774128E0
1.916196319E1,-1.148554832E-1,-1.555334777E-1,9.745966911E0,9.747884564E0
1.916434892E1,-9.810572863E-2,-1.483550072E-1,9.784252167E0,9.785868608E0
1.916673464E1,-9.810572863E-2,-1.339980662E-1,9.844072342E0,9.845473096E0
1.916912043E1,-1.292124242E-1,-1.411765367E-1,9.906285286E0,9.908133771E0
1.917150616E1,-1.411765367E-1,-1.244267747E-1,9.903892517E0,9.905680180E0
1.917389188E1,-1.411765367E-1,-1.292124242E-1,9.906285286E0,9.908133771E0
1.917627766E1,-1.363908947E-1,-1.722832322E-1,9.908679008E0,9.911115158E0
1.917866339E1,-1.316052526E-1,-1.507478207E-1,9.875179291E0,9.877206633E0
1.918104912E1,-1.435693651E-1,-1.363908947E-1,9.863214493E0,9.865202216E0
1.918343491E1,-1.986042857E-1,-1.292124242E-1,9.884750366E0,9.887589662E0
1.918582063E1,-1.651047617E-1,-1.268195957E-1,9.896714211E0,9.898903725E0
1.918820636E1,-1.028913707E-1,-1.435693651E-1,9.908679008E0,9.910253200E0
1.919059214E1,-6.460621208E-2,-1.579262912E-1,9.954142570E0,9.955604903E0
1.919297787E1,-9.332008660E-2,-1.435693651E-1,9.927821159E0,9.929297748E0
1.919536360E1,-1.292124242E-1,-1.531406492E-1,9.923035622E0,9.925058381E0
1.919774938E1,-1.076770201E-1,-1.531406492E-1,9.891928673E0,9.893699979E0
1.920013511E1,-1.052841991E-1,-1.387837082E-1,9.856036186E0,9.857575512E0
1.920252084E1,-8.374879509E-2,-1.052841991E-1,9.844072342E0,9.844991564E0
1.920490662E1,-5.503492057E-2,-1.004985496E-1,9.815358162E0,9.816026928E0
1.920729235E1,-7.417750359E-2,-1.459621787E-1,9.789037704E0,9.790406858E0
1.920967808E1,-1.004985496E-1,-1.148554832E-1,9.748359680E0,9.749554256E0
1.921206386E1,-9.571290761E-2,-1.411765367E-1,9.698110580E0,9.699610333E0
1.921444959E1,-9.092725813E-2,-1.698904037E-1,9.681360245E0,9.683277684E0
1.921683532E1,-8.853443712E-2,-1.627119333E-1,9.702896118E0,9.704664167E0
1.921922110E1,-1.124626622E-1,-1.555334777E-1,9.743574142E0,9.745464360E0
1.922160683E1,-1.268195957E-1,-1.603191197E-1,9.801001549E0,9.803133009E0
1.922399256E1,-1.124626622E-1,-1.627119333E-1,9.884750366E0,9.886729127E0
1.922637834E1,-1.028913707E-1,-1.627119333E-1,9.925428391E0,9.927295228E0
1.922876407E1,-7.657032460E-2,-1.818545163E-1,9.975677490E0,9.977628750E0
1.923114980E1,-1.316052526E-1,-1.555334777E-1,9.985248566E0,9.987326946E0
1.923353558E1,-1.938186288E-1,-1.435693651E-1,9.978070259E0,9.980985118E0
1.923592131E1,-1.579262912E-1,-1.387837082E-1,9.958928108E0,9.961147057E0
1.923830704E1,-1.004985496E-1,-1.124626622E-1,9.937392235E0,9.938536725E0
1.924069282E1,-7.178468257E-2,-7.417750359E-2,9.970891953E0,9.971426261E0
1.924307855E1,-1.052841991E-1,-8.374879509E-2,9.930213928E0,9.931125177E0
1.924546428E1,-1.555334777E-1,-7.896314561E-2,9.925428391E0,9.926960994E0
1.924785006E1,-1.220339537E-1,-9.092725813E-2,9.877572060E0,9.878744346E0
1.925023579E1,-1.052841991E-1,-9.571290761E-2,9.810572624E0,9.811604402E0
1.925262152E1,-8.135596663E-2,-1.268195957E-1,9.762716293E0,9.763878913E0
1.925500730E1,-8.853443712E-2,-1.292124242E-1,9.731609344E0,9.732869804E0
1.925739303E1,-1.124626622E-1,-1.004985496E-1,9.719645500E0,9.720815627E0
1.925977876E1,-6.460621208E-2,-8.614161611E-2,9.714859962E0,9.715456676E0
